4,0.3,0.0001,0.01,25,pokec2,2,0.6063348416289592,BIND_gcn
16,0.7,0.0001,0.01,200,pokec2,1,0.6134453781512604,BIND_gcn
16,0.5,0.01,0.01,100,pokec2,3,0.616677440206852,BIND_gcn
16,0.5,0.0001,0.01,200,pokec2,4,0.6140917905623787,BIND_gcn
128,0.6,0.01,0.0001,25,pokec2,5,0.6237879767291532,BIND_gcn
128,0.3,0.01,0.0001,200,pokec2,2,0.6405946994182288,BIND_gat
4,0.5,0.001,0.0001,25,pokec2,3,0.6250808015513898,BIND_gat
128,0.6,0.0001,0.01,100,pokec2,4,0.6341305753070459,BIND_gat
128,0.3,0.01,0.0001,100,pokec2,5,0.6127989657401421,BIND_gat
128,0.6,0.0001,0.01,1000,pokec2,1,0.6205559146735617,BIND_gat
128,0.4,0.01,0.01,80,pokec2,5,0.6127989657401421,BIND_gat
128,0.3,1e-05,0.01,200,pokec2,1,0.627666451195863,BIND_sage
128,0.6,0.01,1e-05,60,pokec2,2,0.6302521008403361,BIND_sage
64,0.4,0.01,0.01,1000,pokec2,3,0.610213316095669,BIND_sage
4,0.5,0.01,0.01,1000,pokec2,4,0.627666451195863,BIND_sage
128,0.3,0.01,0.001,1000,pokec2,5,0.6257272139625081,BIND_sage
