4,0.6,0.001,1e-05,100,nba,1,1.0,BIND_gcn
128,0.6,1e-05,0.001,80,nba,1,0.0,BIND_gcn
64,0.4,1e-05,0.0001,80,nba,1,0.0,BIND_gcn
64,0.5,0.001,0.001,200,nba,1,0.511737089201878,BIND_gcn
4,0.5,1e-05,0.001,100,nba,1,0.511737089201878,BIND_gcn
4,0.5,0.01,0.01,50,nba,1,0.6807511737089202,BIND_sage
16,0.7,0.01,0.01,25,nba,1,0.6431924882629109,BIND_gcn
16,0.3,0.01,0.01,10,nba,1,0.7183098591549296,BIND_gat
128,0.3,0.01,0.01,200,nba,2,0.6431924882629109,BIND_gcn
16,0.7,0.01,1e-05,100,nba,3,0.647887323943662,BIND_gcn
128,0.6,0.0001,0.01,80,nba,4,0.6948356807511737,BIND_gcn
16,0.3,0.01,0.01,200,nba,5,0.6384976525821596,BIND_gcn
128,0.5,0.001,0.01,200,nba,2,0.7089201877934272,BIND_sage
16,0.4,0.0001,0.01,200,nba,4,0.7323943661971831,BIND_sage
4,0.3,0.01,0.001,1000,nba,4,0.7511737089201878,BIND_gat
4,0.3,0.001,0.01,10,nba,2,0.7136150234741784,BIND_gat
64,0.4,1e-05,0.01,1000,nba,3,0.7042253521126761,BIND_sage
128,0.5,0.001,0.01,60,nba,5,0.7511737089201878,BIND_sage
16,0.3,0.001,0.01,50,nba,5,0.7370892018779343,BIND_gat
64,0.5,0.01,0.0001,1000,nba,3,0.7183098591549296,BIND_gat
